timestamp_iso,epoch_s,o2_pct,flow_slm,pressure_mbar,ppo2_mbar,temp_c,rh_pct,purge_valve,steady_valve,mode,auto_running,fault,estop
2026-04-15 15:46:28,1776282388,1.1,5.5,1009.0,11.1,24.38,45.75,1,0,auto,1,0,0
2026-04-15 15:46:29,1776282389,1.07,5.5,1009.0,10.8,24.41,45.89,1,0,auto,1,0,0
2026-04-15 15:46:30,1776282390,1.04,5.5,1009.01,10.6,24.43,46.03,1,0,auto,1,0,0
2026-04-15 15:46:31,1776282391,1.02,5.5,1009.02,10.3,24.45,46.17,1,0,auto,1,0,0
2026-04-15 15:46:32,1776282392,0.99,5.5,1009.04,10.0,24.47,46.32,0,0,auto,1,0,0
2026-04-15 15:46:33,1776282393,1.77,0.0,1009.06,17.9,24.5,46.46,1,0,auto,1,0,0
2026-04-15 15:46:34,1776282394,0.95,5.5,1009.08,9.6,24.52,46.6,0,0,auto,1,0,0
2026-04-15 15:46:35,1776282395,1.72,0.0,1009.11,17.5,24.54,46.75,1,0,auto,1,0,0
2026-04-15 15:46:36,1776282396,0.9,5.5,1009.14,9.2,24.56,46.89,0,0,auto,1,0,0
2026-04-15 15:46:37,1776282397,1.69,0.0,1009.18,17.1,24.58,47.03,1,0,auto,1,0,0
2026-04-15 15:46:38,1776282398,0.87,5.5,1009.22,8.8,24.6,47.18,0,0,auto,1,0,0
2026-04-15 15:46:39,1776282399,1.66,0.0,1009.27,16.8,24.62,47.32,1,0,auto,1,0,0
2026-04-15 15:46:40,1776282400,0.84,5.5,1009.32,8.5,24.64,47.47,0,0,auto,1,0,0
2026-04-15 15:46:41,1776282401,1.63,0.0,1009.37,16.5,24.66,47.61,1,0,auto,1,0,0
2026-04-15 15:46:42,1776282402,0.82,5.5,1009.43,8.3,24.68,47.76,0,0,auto,1,0,0
2026-04-15 15:46:43,1776282403,1.61,0.0,1009.49,16.3,24.7,47.91,1,0,auto,1,0,0
2026-04-15 15:46:44,1776282404,0.81,5.5,1009.56,8.2,24.71,48.05,0,0,auto,1,0,0
2026-04-15 15:46:45,1776282405,1.6,0.0,1009.63,16.2,24.73,48.2,1,0,auto,1,0,0
2026-04-15 15:46:46,1776282406,0.8,5.5,1009.7,8.1,24.75,48.34,0,0,auto,1,0,0
2026-04-15 15:46:47,1776282407,1.6,0.0,1009.78,16.2,24.76,48.49,1,0,auto,1,0,0
2026-04-15 15:46:48,1776282408,0.8,5.5,1009.86,8.1,24.78,48.63,0,0,auto,1,0,0
2026-04-15 15:46:49,1776282409,1.6,0.0,1009.95,16.3,24.8,48.78,1,0,auto,1,0,0
2026-04-15 15:46:50,1776282410,0.81,5.5,1010.03,8.2,24.81,48.92,0,0,auto,1,0,0
2026-04-15 15:46:51,1776282411,1.62,0.0,1010.13,16.4,24.82,49.07,1,0,auto,1,0,0
2026-04-15 15:46:52,1776282412,0.83,5.5,1010.22,8.4,24.84,49.21,0,0,auto,1,0,0
2026-04-15 15:46:53,1776282413,1.64,0.0,1010.32,16.6,24.85,49.36,1,0,auto,1,0,0
2026-04-15 15:46:54,1776282414,0.85,5.5,1010.42,8.6,24.86,49.5,0,0,auto,1,0,0
2026-04-15 15:46:55,1776282415,1.66,0.0,1010.52,16.8,24.88,49.64,1,0,auto,1,0,0
2026-04-15 15:46:56,1776282416,0.88,5.5,1010.63,8.9,24.89,49.78,0,0,auto,1,0,0
2026-04-15 15:46:57,1776282417,1.69,0.0,1010.74,17.2,24.9,49.92,1,0,auto,1,0,0
2026-04-15 15:46:58,1776282418,0.91,5.5,1010.85,9.2,24.91,50.07,0,0,auto,1,0,0
2026-04-15 15:46:59,1776282419,1.73,0.0,1010.96,17.6,24.92,50.21,1,0,auto,1,0,0
2026-04-15 15:47:00,1776282420,0.95,5.5,1011.08,9.7,24.93,50.35,0,0,auto,1,0,0
2026-04-15 15:47:01,1776282421,1.78,0.0,1011.19,18.0,24.94,50.48,1,0,auto,1,0,0
2026-04-15 15:47:02,1776282422,1.0,5.5,1011.31,10.2,24.95,50.62,0,0,auto,1,0,0
2026-04-15 15:47:03,1776282423,1.83,0.0,1011.44,18.5,24.96,50.76,1,0,auto,1,0,0
2026-04-15 15:47:04,1776282424,1.05,5.5,1011.56,10.7,24.96,50.9,1,0,auto,1,0,0
2026-04-15 15:47:05,1776282425,1.08,5.5,1011.69,11.0,24.97,51.03,1,0,auto,1,0,0
2026-04-15 15:47:06,1776282426,1.11,5.5,1011.81,11.3,24.97,51.17,1,0,auto,1,0,0
2026-04-15 15:47:07,1776282427,1.14,5.5,1011.94,11.6,24.98,51.3,1,0,auto,1,0,0
2026-04-15 15:47:08,1776282428,1.17,5.5,1012.07,11.9,24.98,51.43,1,0,auto,1,0,0
2026-04-15 15:47:09,1776282429,1.2,5.5,1012.2,12.2,24.99,51.56,1,0,auto,1,0,0
2026-04-15 15:47:10,1776282430,1.23,5.5,1012.33,12.5,24.99,51.69,1,0,auto,1,0,0
2026-04-15 15:47:11,1776282431,1.27,5.5,1012.46,12.8,24.99,51.82,1,0,auto,1,0,0
2026-04-15 15:47:12,1776282432,1.3,5.5,1012.6,13.2,25.0,51.95,1,0,auto,1,0,0
2026-04-15 15:47:13,1776282433,1.33,5.5,1012.73,13.5,25.0,52.07,1,0,auto,1,0,0
2026-04-15 15:47:14,1776282434,1.37,5.5,1012.86,13.8,25.0,52.2,1,0,auto,1,0,0
2026-04-15 15:47:15,1776282435,1.4,5.5,1013.0,14.2,25.0,52.32,1,0,auto,1,0,0
2026-04-15 15:47:16,1776282436,1.43,5.5,1013.13,14.5,25.0,52.44,1,0,auto,1,0,0
2026-04-15 15:47:17,1776282437,1.47,5.5,1013.26,14.8,25.0,52.56,1,0,auto,1,0,0
2026-04-15 15:47:18,1776282438,1.5,5.5,1013.4,15.2,25.0,52.68,1,0,auto,1,0,0
2026-04-15 15:47:19,1776282439,1.53,5.5,1013.53,15.5,25.0,52.8,1,0,auto,1,0,0
