timestamp_iso,epoch_s,o2_pct,flow_slm,pressure_mbar,ppo2_mbar,temp_c,rh_pct,purge_valve,steady_valve,mode,auto_running,fault,estop
2026-04-11 16:23:33,1775939013,1.48,5.5,1015.08,15.0,23.08,55.23,0,1,auto,1,0,0
2026-04-11 16:23:34,1775939014,1.95,0.7,1015.19,19.7,23.09,55.17,0,1,auto,1,0,0
2026-04-11 16:23:35,1775939015,1.91,0.7,1015.3,19.4,23.1,55.1,1,0,auto,1,0,0
2026-04-11 16:23:36,1775939016,1.38,5.5,1015.41,14.0,23.12,55.04,1,0,auto,1,0,0
2026-04-11 16:23:37,1775939017,1.35,5.5,1015.52,13.7,23.13,54.97,1,0,auto,1,0,0
2026-04-11 16:23:38,1775939018,1.31,5.5,1015.62,13.3,23.14,54.89,1,0,auto,1,0,0
2026-04-11 16:23:39,1775939019,1.28,5.5,1015.72,13.0,23.15,54.82,1,0,auto,1,0,0
2026-04-11 16:23:40,1775939020,1.25,5.5,1015.81,12.7,23.17,54.74,1,0,auto,1,0,0
2026-04-11 16:23:41,1775939021,1.22,5.5,1015.91,12.3,23.18,54.66,1,0,auto,1,0,0
2026-04-11 16:23:42,1775939022,1.19,5.5,1016.0,12.0,23.2,54.58,1,0,auto,1,0,0
2026-04-11 16:23:43,1775939023,1.15,5.5,1016.08,11.7,23.21,54.5,1,0,auto,1,0,0
2026-04-11 16:23:44,1775939024,1.12,5.5,1016.17,11.4,23.23,54.41,1,0,auto,1,0,0
2026-04-11 16:23:45,1775939025,1.1,5.5,1016.25,11.1,23.24,54.32,1,0,auto,1,0,0
2026-04-11 16:23:46,1775939026,1.07,5.5,1016.32,10.8,23.26,54.23,1,0,auto,1,0,0
2026-04-11 16:23:47,1775939027,1.04,5.5,1016.4,10.5,23.28,54.14,1,0,auto,1,0,0
2026-04-11 16:23:48,1775939028,1.01,5.5,1016.46,10.3,23.29,54.04,1,0,auto,1,0,0
2026-04-11 16:23:49,1775939029,0.99,5.5,1016.53,10.0,23.31,53.95,0,0,auto,1,0,0
2026-04-11 16:23:50,1775939030,1.77,0.0,1016.59,17.9,23.33,53.85,1,0,auto,1,0,0
2026-04-11 16:23:51,1775939031,0.94,5.5,1016.65,9.6,23.35,53.75,0,0,auto,1,0,0
2026-04-11 16:23:52,1775939032,1.72,0.0,1016.7,17.4,23.37,53.65,1,0,auto,1,0,0
2026-04-11 16:23:53,1775939033,0.9,5.5,1016.75,9.1,23.39,53.54,0,0,auto,1,0,0
2026-04-11 16:23:54,1775939034,1.68,0.0,1016.79,17.1,23.41,53.44,1,0,auto,1,0,0
2026-04-11 16:23:55,1775939035,0.87,5.5,1016.83,8.8,23.43,53.33,0,0,auto,1,0,0
2026-04-11 16:23:56,1775939036,1.65,0.0,1016.87,16.8,23.45,53.22,1,0,auto,1,0,0
2026-04-11 16:23:57,1775939037,0.84,5.5,1016.9,8.5,23.47,53.11,0,0,auto,1,0,0
2026-04-11 16:23:58,1775939038,1.63,0.0,1016.93,16.5,23.49,53.0,1,0,auto,1,0,0
2026-04-11 16:23:59,1775939039,0.82,5.5,1016.95,8.3,23.51,52.88,0,0,auto,1,0,0
2026-04-11 16:24:00,1775939040,1.61,0.0,1016.97,16.3,23.53,52.77,1,0,auto,1,0,0
2026-04-11 16:24:01,1775939041,0.81,5.5,1016.98,8.2,23.56,52.65,0,0,auto,1,0,0
2026-04-11 16:24:02,1775939042,1.6,0.0,1016.99,16.2,23.58,52.53,1,0,auto,1,0,0
2026-04-11 16:24:03,1775939043,0.8,5.5,1017.0,8.1,23.6,52.41,0,0,auto,1,0,0
2026-04-11 16:24:04,1775939044,1.6,0.0,1017.0,16.2,23.62,52.29,1,0,auto,1,0,0
2026-04-11 16:24:05,1775939045,0.8,5.5,1017.0,8.1,23.65,52.16,0,0,auto,1,0,0
2026-04-11 16:24:06,1775939046,1.6,0.0,1016.99,16.3,23.67,52.04,1,0,auto,1,0,0
2026-04-11 16:24:07,1775939047,0.81,5.5,1016.98,8.2,23.7,51.91,0,0,auto,1,0,0
2026-04-11 16:24:08,1775939048,1.62,0.0,1016.96,16.4,23.72,51.78,1,0,auto,1,0,0
2026-04-11 16:24:09,1775939049,0.83,5.5,1016.94,8.4,23.74,51.65,0,0,auto,1,0,0
2026-04-11 16:24:10,1775939050,1.64,0.0,1016.91,16.6,23.77,51.52,1,0,auto,1,0,0
2026-04-11 16:24:11,1775939051,0.85,5.5,1016.88,8.6,23.79,51.39,0,0,auto,1,0,0
2026-04-11 16:24:12,1775939052,1.66,0.0,1016.85,16.8,23.82,51.26,1,0,auto,1,0,0
2026-04-11 16:24:13,1775939053,0.88,5.5,1016.81,8.9,23.84,51.13,0,0,auto,1,0,0
2026-04-11 16:24:14,1775939054,1.7,0.0,1016.77,17.2,23.87,50.99,1,0,auto,1,0,0
2026-04-11 16:24:15,1775939055,0.91,5.5,1016.72,9.3,23.89,50.86,0,0,auto,1,0,0
2026-04-11 16:24:16,1775939056,1.74,0.0,1016.67,17.6,23.92,50.72,1,0,auto,1,0,0
2026-04-11 16:24:17,1775939057,0.96,5.5,1016.61,9.7,23.94,50.58,0,0,auto,1,0,0
2026-04-11 16:24:18,1775939058,1.78,0.0,1016.55,18.0,23.97,50.45,1,0,auto,1,0,0
2026-04-11 16:24:19,1775939059,1.0,5.5,1016.49,10.2,23.99,50.31,0,0,auto,1,0,0
2026-04-11 16:24:20,1775939060,1.83,0.0,1016.42,18.5,24.02,50.17,1,0,auto,1,0,0
2026-04-11 16:24:21,1775939061,1.06,5.5,1016.35,10.7,24.04,50.03,1,0,auto,1,0,0
2026-04-11 16:24:22,1775939062,1.09,5.5,1016.28,11.0,24.07,49.89,1,0,auto,1,0,0
2026-04-11 16:24:23,1775939063,1.11,5.5,1016.2,11.3,24.09,49.74,1,0,auto,1,0,0
2026-04-11 16:24:24,1775939064,1.14,5.5,1016.12,11.6,24.12,49.6,1,0,auto,1,0,0
2026-04-11 16:24:25,1775939065,1.17,5.5,1016.03,11.9,24.14,49.46,1,0,auto,1,0,0
2026-04-11 16:24:26,1775939066,1.21,5.5,1015.94,12.2,24.16,49.31,1,0,auto,1,0,0
2026-04-11 16:24:27,1775939067,1.24,5.5,1015.85,12.5,24.19,49.17,1,0,auto,1,0,0
2026-04-11 16:24:28,1775939068,1.27,5.5,1015.75,12.9,24.21,49.03,1,0,auto,1,0,0
2026-04-11 16:24:29,1775939069,1.3,5.5,1015.66,13.2,24.24,48.88,1,0,auto,1,0,0
2026-04-11 16:24:30,1775939070,1.34,5.5,1015.55,13.5,24.26,48.74,1,0,auto,1,0,0
2026-04-11 16:24:31,1775939071,1.37,5.5,1015.45,13.9,24.29,48.59,1,0,auto,1,0,0
2026-04-11 16:24:32,1775939072,1.4,5.5,1015.34,14.2,24.31,48.45,1,0,auto,1,0,0
2026-04-11 16:24:33,1775939073,1.44,5.5,1015.23,14.5,24.33,48.3,1,0,auto,1,0,0
2026-04-11 16:24:34,1775939074,1.47,5.5,1015.12,14.9,24.36,48.16,1,0,auto,1,0,0
2026-04-11 16:24:35,1775939075,1.5,5.5,1015.01,15.2,24.38,48.01,1,0,auto,1,0,0
2026-04-11 16:24:36,1775939076,1.53,5.5,1014.89,15.5,24.4,47.86,1,0,auto,1,0,0
2026-04-11 16:24:37,1775939077,1.57,5.5,1014.77,15.9,24.43,47.72,1,0,auto,1,0,0
2026-04-11 16:24:38,1775939078,1.6,5.5,1014.65,16.2,24.45,47.57,1,0,auto,1,0,0
2026-04-11 16:24:39,1775939079,1.63,5.5,1014.53,16.5,24.47,47.43,1,0,auto,1,0,0
2026-04-11 16:24:40,1775939080,1.66,5.5,1014.41,16.8,24.49,47.28,1,0,auto,1,0,0
2026-04-11 16:24:41,1775939081,1.69,5.5,1014.28,17.1,24.52,47.14,1,0,auto,1,0,0
2026-04-11 16:24:42,1775939082,1.72,5.5,1014.15,17.4,24.54,46.99,1,0,auto,1,0,0
2026-04-11 16:24:43,1775939083,1.75,5.5,1014.02,17.7,24.56,46.85,1,0,auto,1,0,0
2026-04-11 16:24:44,1775939084,1.77,5.5,1013.89,18.0,24.58,46.71,1,0,auto,1,0,0
2026-04-11 16:24:45,1775939085,1.8,5.5,1013.76,18.2,24.6,46.56,1,0,auto,1,0,0
2026-04-11 16:24:46,1775939086,1.82,5.5,1013.63,18.5,24.62,46.42,1,0,auto,1,0,0
2026-04-11 16:24:47,1775939087,1.85,5.5,1013.5,18.7,24.64,46.28,1,0,auto,1,0,0
2026-04-11 16:24:48,1775939088,1.87,5.5,1013.37,18.9,24.66,46.13,1,0,auto,1,0,0
2026-04-11 16:24:49,1775939089,1.89,5.5,1013.24,19.1,24.68,45.99,1,0,auto,1,0,0
2026-04-11 16:24:50,1775939090,1.91,5.5,1013.1,19.3,24.69,45.85,1,0,auto,1,0,0
2026-04-11 16:24:51,1775939091,1.92,5.5,1012.97,19.5,24.71,45.71,1,0,auto,1,0,0
2026-04-11 16:24:52,1775939092,1.94,5.5,1012.83,19.6,24.73,45.57,1,0,auto,1,0,0
2026-04-11 16:24:53,1775939093,1.95,5.5,1012.7,19.8,24.75,45.44,1,0,auto,1,0,0
2026-04-11 16:24:54,1775939094,1.96,5.5,1012.57,19.9,24.76,45.3,1,0,auto,1,0,0
2026-04-11 16:24:55,1775939095,1.98,5.5,1012.44,20.0,24.78,45.16,1,0,auto,1,0,0
2026-04-11 16:24:56,1775939096,1.98,5.5,1012.3,20.1,24.79,45.03,1,0,auto,1,0,0
2026-04-11 16:24:57,1775939097,1.99,5.5,1012.17,20.2,24.81,44.89,1,0,auto,1,0,0
2026-04-11 16:24:58,1775939098,2.0,5.5,1012.04,20.2,24.82,44.76,1,0,auto,1,0,0
2026-04-11 16:24:59,1775939099,2.0,5.5,1011.91,20.2,24.84,44.62,1,0,auto,1,0,0
2026-04-11 16:25:00,1775939100,2.0,5.5,1011.79,20.3,24.85,44.49,1,0,auto,1,0,0
2026-04-11 16:25:01,1775939101,2.0,5.5,1011.66,20.3,24.86,44.36,1,0,auto,1,0,0
2026-04-11 16:25:02,1775939102,2.0,5.5,1011.53,20.2,24.88,44.23,1,0,auto,1,0,0
2026-04-11 16:25:03,1775939103,1.99,5.5,1011.41,20.2,24.89,44.11,1,0,auto,1,0,0
2026-04-11 16:25:04,1775939104,1.99,5.5,1011.29,20.1,24.9,43.98,1,0,auto,1,0,0
2026-04-11 16:25:05,1775939105,1.98,5.5,1011.17,20.0,24.91,43.85,1,0,auto,1,0,0
2026-04-11 16:25:06,1775939106,1.97,5.5,1011.05,19.9,24.92,43.73,1,0,auto,1,0,0
2026-04-11 16:25:07,1775939107,1.96,5.5,1010.94,19.8,24.93,43.61,1,0,auto,1,0,0
2026-04-11 16:25:08,1775939108,1.94,5.5,1010.82,19.7,24.94,43.49,1,0,auto,1,0,0
2026-04-11 16:25:09,1775939109,1.93,5.5,1010.71,19.5,24.95,43.37,1,0,auto,1,0,0
2026-04-11 16:25:10,1775939110,1.91,5.5,1010.61,19.4,24.95,43.25,1,0,auto,1,0,0
2026-04-11 16:25:11,1775939111,1.89,5.5,1010.5,19.2,24.96,43.13,1,0,auto,1,0,0
2026-04-11 16:25:12,1775939112,1.87,5.5,1010.4,19.0,24.97,43.02,1,0,auto,1,0,0
2026-04-11 16:25:13,1775939113,1.85,5.5,1010.3,18.8,24.97,42.91,1,0,auto,1,0,0
2026-04-11 16:25:14,1775939114,1.83,5.5,1010.2,18.6,24.98,42.79,1,0,auto,1,0,0
2026-04-11 16:25:15,1775939115,1.81,5.5,1010.11,18.3,24.98,42.68,1,0,auto,1,0,0
2026-04-11 16:25:16,1775939116,1.78,5.5,1010.02,18.1,24.99,42.58,1,0,auto,1,0,0
2026-04-11 16:25:17,1775939117,1.76,5.5,1009.93,17.8,24.99,42.47,1,0,auto,1,0,0
2026-04-11 16:25:18,1775939118,1.73,5.5,1009.84,17.5,24.99,42.37,1,0,auto,1,0,0
2026-04-11 16:25:19,1775939119,1.7,5.5,1009.76,17.2,25.0,42.26,1,0,auto,1,0,0
2026-04-11 16:25:20,1775939120,1.67,5.5,1009.69,16.9,25.0,42.16,1,0,auto,1,0,0
2026-04-11 16:25:21,1775939121,1.64,5.5,1009.62,16.6,25.0,42.06,1,0,auto,1,0,0
2026-04-11 16:25:22,1775939122,1.61,5.5,1009.55,16.3,25.0,41.97,1,0,auto,1,0,0
2026-04-11 16:25:23,1775939123,1.58,5.5,1009.48,16.0,25.0,41.87,1,0,auto,1,0,0
2026-04-11 16:25:24,1775939124,1.55,5.5,1009.42,15.7,25.0,41.78,1,0,auto,1,0,0
2026-04-11 16:25:25,1775939125,1.51,5.5,1009.36,15.3,25.0,41.69,1,0,auto,1,0,0
2026-04-11 16:25:26,1775939126,1.48,5.5,1009.31,15.0,25.0,41.6,1,0,auto,1,0,0
2026-04-11 16:25:27,1775939127,1.45,5.5,1009.26,14.7,24.99,41.52,1,0,auto,1,0,0
2026-04-11 16:25:28,1775939128,1.41,5.5,1009.21,14.3,24.99,41.43,1,0,auto,1,0,0
2026-04-11 16:25:29,1775939129,1.38,5.5,1009.17,14.0,24.99,41.35,1,0,auto,1,0,0
2026-04-11 16:25:30,1775939130,1.35,5.5,1009.14,13.7,24.98,41.27,1,0,auto,1,0,0
2026-04-11 16:25:31,1775939131,1.31,5.5,1009.1,13.3,24.98,41.19,1,0,auto,1,0,0
2026-04-11 16:25:32,1775939132,1.28,5.5,1009.08,13.0,24.97,41.12,1,0,auto,1,0,0
2026-04-11 16:25:33,1775939133,1.25,5.5,1009.05,12.7,24.96,41.04,1,0,auto,1,0,0
2026-04-11 16:25:34,1775939134,1.22,5.5,1009.03,12.3,24.96,40.97,1,0,auto,1,0,0
2026-04-11 16:25:35,1775939135,1.19,5.5,1009.02,12.0,24.95,40.9,1,0,auto,1,0,0
2026-04-11 16:25:36,1775939136,1.15,5.5,1009.01,11.7,24.94,40.84,1,0,auto,1,0,0
2026-04-11 16:25:37,1775939137,1.12,5.5,1009.0,11.4,24.93,40.77,1,0,auto,1,0,0
2026-04-11 16:25:38,1775939138,1.1,5.5,1009.0,11.1,24.92,40.71,1,0,auto,1,0,0
2026-04-11 16:25:39,1775939139,1.07,5.5,1009.0,10.8,24.91,40.65,1,0,auto,1,0,0
2026-04-11 16:25:40,1775939140,1.04,5.5,1009.01,10.5,24.9,40.6,1,0,auto,1,0,0
2026-04-11 16:25:41,1775939141,1.01,5.5,1009.02,10.3,24.89,40.54,1,0,auto,1,0,0
2026-04-11 16:25:42,1775939142,0.99,5.5,1009.04,10.0,24.88,40.49,0,0,auto,1,0,0
2026-04-11 16:25:43,1775939143,1.77,0.0,1009.06,17.9,24.87,40.44,1,0,auto,1,0,0
2026-04-11 16:25:44,1775939144,0.94,5.5,1009.08,9.6,24.85,40.4,0,0,auto,1,0,0
2026-04-11 16:25:45,1775939145,1.72,0.0,1009.11,17.4,24.84,40.35,1,0,auto,1,0,0
2026-04-11 16:25:46,1775939146,0.9,5.5,1009.15,9.1,24.83,40.31,0,0,auto,1,0,0
2026-04-11 16:25:47,1775939147,1.68,0.0,1009.19,17.1,24.81,40.27,1,0,auto,1,0,0
2026-04-11 16:25:48,1775939148,0.87,5.5,1009.23,8.8,24.8,40.24,0,0,auto,1,0,0
2026-04-11 16:25:49,1775939149,1.65,0.0,1009.27,16.8,24.78,40.2,1,0,auto,1,0,0
2026-04-11 16:25:50,1775939150,0.84,5.5,1009.32,8.5,24.77,40.17,0,0,auto,1,0,0
2026-04-11 16:25:51,1775939151,1.63,0.0,1009.38,16.5,24.75,40.14,1,0,auto,1,0,0
2026-04-11 16:25:52,1775939152,0.82,5.5,1009.44,8.3,24.73,40.12,0,0,auto,1,0,0
2026-04-11 16:25:53,1775939153,1.61,0.0,1009.5,16.3,24.72,40.09,1,0,auto,1,0,0
2026-04-11 16:25:54,1775939154,0.81,5.5,1009.57,8.2,24.7,40.07,0,0,auto,1,0,0
2026-04-11 16:25:55,1775939155,1.6,0.0,1009.64,16.2,24.68,40.05,1,0,auto,1,0,0
2026-04-11 16:25:56,1775939156,0.8,5.5,1009.71,8.1,24.66,40.04,0,0,auto,1,0,0
2026-04-11 16:25:57,1775939157,1.6,0.0,1009.79,16.2,24.64,40.03,1,0,auto,1,0,0
2026-04-11 16:25:58,1775939158,0.8,5.5,1009.87,8.1,24.62,40.02,0,0,auto,1,0,0
2026-04-11 16:25:59,1775939159,1.61,0.0,1009.96,16.3,24.6,40.01,1,0,auto,1,0,0
2026-04-11 16:26:00,1775939160,0.81,5.5,1010.04,8.2,24.58,40.0,0,0,auto,1,0,0
2026-04-11 16:26:01,1775939161,1.62,0.0,1010.14,16.4,24.56,40.0,0,0,auto,0,0,0
2026-04-11 16:26:02,1775939162,1.63,0.0,1010.23,16.5,24.54,40.0,0,0,auto,0,0,0
2026-04-11 16:26:03,1775939163,1.64,0.0,1010.33,16.6,24.52,40.0,0,0,auto,0,0,0
2026-04-11 16:26:04,1775939164,1.65,0.0,1010.43,16.7,24.5,40.01,0,0,auto,0,0,0
2026-04-11 16:26:05,1775939165,1.66,0.0,1010.53,16.8,24.48,40.02,0,0,auto,0,0,0
2026-04-11 16:26:06,1775939166,1.68,0.0,1010.64,17.0,24.46,40.03,0,0,auto,0,0,0
2026-04-11 16:26:07,1775939167,1.7,0.0,1010.75,17.2,24.43,40.04,0,0,auto,0,0,0
2026-04-11 16:26:08,1775939168,1.72,0.0,1010.86,17.4,24.41,40.06,0,0,auto,0,0,0
2026-04-11 16:26:09,1775939169,1.74,0.0,1010.97,17.6,24.39,40.08,0,0,auto,0,0,0
2026-04-11 16:26:10,1775939170,1.76,0.0,1011.09,17.8,24.36,40.1,0,0,auto,0,0,0
2026-04-11 16:26:11,1775939171,1.78,0.0,1011.21,18.0,24.34,40.12,0,0,auto,0,0,0
2026-04-11 16:26:12,1775939172,1.81,0.0,1011.33,18.3,24.32,40.15,0,0,auto,0,0,0
2026-04-11 16:26:13,1775939173,1.83,0.0,1011.45,18.5,24.29,40.18,0,0,auto,0,0,0
2026-04-11 16:26:14,1775939174,1.86,0.0,1011.57,18.8,24.27,40.21,0,0,auto,0,0,0
2026-04-11 16:26:15,1775939175,1.89,0.0,1011.7,19.1,24.25,40.24,0,0,auto,0,0,0
2026-04-11 16:26:16,1775939176,1.91,0.0,1011.83,19.4,24.22,40.28,0,0,auto,0,0,0
2026-04-11 16:26:17,1775939177,1.94,0.0,1011.96,19.7,24.2,40.32,0,0,auto,0,0,0
2026-04-11 16:26:18,1775939178,1.97,0.0,1012.08,20.0,24.17,40.36,0,0,auto,0,0,0
2026-04-11 16:26:19,1775939179,2.01,0.0,1012.22,20.3,24.15,40.41,0,0,auto,0,0,0
2026-04-11 16:26:20,1775939180,2.04,0.0,1012.35,20.6,24.12,40.45,0,0,auto,0,0,0
2026-04-11 16:26:21,1775939181,2.07,0.0,1012.48,21.0,24.1,40.5,0,0,auto,0,0,0
2026-04-11 16:26:22,1775939182,2.1,0.0,1012.61,21.3,24.07,40.56,0,0,auto,0,0,0
2026-04-11 16:26:23,1775939183,2.14,0.0,1012.74,21.6,24.05,40.61,0,0,auto,0,1,1
2026-04-11 16:26:24,1775939184,2.17,0.0,1012.88,22.0,24.02,40.67,0,0,auto,0,1,1
2026-04-11 16:26:25,1775939185,2.2,0.0,1013.01,22.3,24.0,40.73,0,0,auto,0,0,0
2026-04-11 16:26:26,1775939186,2.24,0.0,1013.14,22.7,23.97,40.79,0,0,auto,0,0,0
2026-04-11 16:26:27,1775939187,2.27,0.0,1013.28,23.0,23.95,40.85,0,0,auto,0,0,0
2026-04-11 16:26:28,1775939188,2.3,0.0,1013.41,23.3,23.92,40.92,0,0,auto,0,0,0
2026-04-11 16:26:29,1775939189,2.34,0.0,1013.54,23.7,23.9,40.99,0,0,auto,0,0,0
2026-04-11 16:26:30,1775939190,2.37,0.0,1013.68,24.0,23.87,41.06,0,0,auto,0,0,0
2026-04-11 16:26:31,1775939191,2.4,0.0,1013.81,24.3,23.85,41.13,0,0,auto,0,0,0
2026-04-11 16:26:32,1775939192,2.43,0.0,1013.94,24.6,23.82,41.21,0,0,auto,0,0,0
2026-04-11 16:26:33,1775939193,2.46,0.0,1014.07,24.9,23.8,41.29,0,0,auto,0,0,0
2026-04-11 16:26:34,1775939194,2.49,0.0,1014.19,25.2,23.77,41.37,0,0,auto,0,0,0
2026-04-11 16:26:35,1775939195,2.52,0.0,1014.32,25.5,23.75,41.45,0,0,auto,0,0,0
2026-04-11 16:26:36,1775939196,2.55,0.0,1014.45,25.8,23.73,41.54,0,0,auto,0,0,0
2026-04-11 16:26:37,1775939197,2.57,0.0,1014.57,26.1,23.7,41.62,0,0,auto,0,0,0
2026-04-11 16:26:38,1775939198,2.6,0.0,1014.69,26.3,23.68,41.71,0,0,auto,0,0,0
2026-04-11 16:26:39,1775939199,2.62,0.0,1014.81,26.6,23.65,41.8,0,0,auto,0,0,0
2026-04-11 16:26:40,1775939200,2.65,0.0,1014.93,26.8,23.63,41.9,0,0,auto,0,0,0
2026-04-11 16:26:41,1775939201,2.67,0.0,1015.04,27.0,23.61,41.99,0,0,auto,0,0,0
2026-04-11 16:26:42,1775939202,2.69,0.0,1015.16,27.2,23.59,42.09,0,0,auto,0,0,0
2026-04-11 16:26:43,1775939203,2.71,0.0,1015.27,27.4,23.56,42.19,0,0,auto,0,0,0
2026-04-11 16:26:44,1775939204,2.72,0.0,1015.38,27.6,23.54,42.29,0,0,auto,0,0,0
2026-04-11 16:26:45,1775939205,2.74,0.0,1015.48,27.7,23.52,42.39,0,0,auto,0,0,0
2026-04-11 16:26:46,1775939206,2.75,0.0,1015.59,27.9,23.5,42.5,0,0,auto,0,0,0
2026-04-11 16:26:47,1775939207,2.77,0.0,1015.69,28.0,23.48,42.6,0,0,auto,0,0,0
2026-04-11 16:26:48,1775939208,2.78,0.0,1015.78,28.1,23.45,42.71,0,0,auto,0,0,0
2026-04-11 16:26:49,1775939209,2.78,0.0,1015.88,28.2,23.43,42.82,0,0,auto,0,0,0
2026-04-11 16:26:50,1775939210,2.79,0.0,1015.97,28.3,23.41,42.93,0,0,auto,0,0,0
2026-04-11 16:26:51,1775939211,2.8,0.0,1016.06,28.3,23.39,43.05,0,0,auto,0,0,0
2026-04-11 16:26:52,1775939212,2.8,0.0,1016.14,28.4,23.37,43.16,0,0,auto,0,0,0
2026-04-11 16:26:53,1775939213,2.8,0.0,1016.22,28.4,23.35,43.28,0,0,auto,0,0,0
2026-04-11 16:26:54,1775939214,2.8,0.0,1016.3,28.4,23.33,43.4,0,0,auto,0,0,0
2026-04-11 16:26:55,1775939215,2.8,0.0,1016.37,28.3,23.32,43.52,0,0,auto,0,0,0
2026-04-11 16:26:56,1775939216,2.79,0.0,1016.44,28.3,23.3,43.64,0,0,auto,0,0,0
2026-04-11 16:26:57,1775939217,2.79,0.0,1016.51,28.2,23.28,43.76,0,0,auto,0,0,0
2026-04-11 16:26:58,1775939218,2.78,0.0,1016.57,28.1,23.26,43.88,0,0,auto,0,0,0
2026-04-11 16:26:59,1775939219,2.77,0.0,1016.63,28.0,23.25,44.01,0,0,auto,0,0,0
2026-04-11 16:27:00,1775939220,2.76,0.0,1016.68,27.9,23.23,44.14,0,0,auto,0,0,0
2026-04-11 16:27:01,1775939221,2.74,0.0,1016.73,27.8,23.21,44.27,0,0,auto,0,0,0
2026-04-11 16:27:02,1775939222,2.73,0.0,1016.78,27.6,23.2,44.39,0,0,auto,0,0,0
2026-04-11 16:27:03,1775939223,2.71,0.0,1016.82,27.5,23.18,44.53,0,0,auto,0,0,0
2026-04-11 16:27:04,1775939224,2.69,0.0,1016.86,27.3,23.17,44.66,0,0,auto,0,0,0
2026-04-11 16:27:05,1775939225,2.67,0.0,1016.89,27.1,23.16,44.79,0,0,auto,0,0,0
2026-04-11 16:27:06,1775939226,2.65,0.0,1016.92,26.9,23.14,44.92,0,0,auto,0,0,0
2026-04-11 16:27:07,1775939227,2.63,0.0,1016.94,26.7,23.13,45.06,0,0,auto,0,0,0
2026-04-11 16:27:08,1775939228,2.61,0.0,1016.96,26.4,23.12,45.19,0,0,auto,0,0,0
